Attack_ID,Attack_Name,Attack_Description,Category_Balanced,Category_Skewed,Constant_Flag,Redundant_Of_Category,Binary_Noisy,Risk_Score_Bucket,Sparse_Field,Mostly_Missing,High_Cardinality_Code,Uniform_Random_Text
597,Demo Spoofing E2,El escenario sintético representa una configuración de prueba insegura con fines exclusivamente de validación del modelo.,Delta,Dominant,Standard,Delta,True,,,,ID4P9A10,qvgxxxbpnx
902,Demo Spoofing B6,Caso ficticio generado para evaluar una dependencia simulada sin parches como parte de un conjunto de datos sintético.,Beta,Dominant,Standard,Beta,True ,Critical,,,S4RACY59,klpraombol
551,Placeholder Attack D0,El escenario sintético representa una configuración de prueba insegura como parte de un conjunto de datos sintético.,Delta,Dominant,Standard,Delta,true,Medium,,,GIQRHM2V,xtwfmmuhmu
1016,Test Escalation C0,Este registro de prueba describe un mecanismo de autenticación simulado generado aleatoriamente para pruebas de entropía.,Alpha,Dominant,Standard,Alpha,True ,,,,0G2H3ZA8,eicgcqtxyw
733,Test Escalation C13,Se simula la explotación de un mecanismo de autenticación simulado sin relación con vulnerabilidades reales.,Gamma,Dominant,Standard,Gamma, False,,,,AY7MEX8R,ydqnznesnp
803,Fake Overflow B19,Caso ficticio generado para evaluar una configuración de prueba insegura como parte de un conjunto de datos sintético.,Alpha,Dominant,Standard,Alpha,FALSE,High,,,DLCN4BF9,mtisvobsfo
967,Placeholder Attack C17,Caso ficticio generado para evaluar una configuración de prueba insegura sin relación con vulnerabilidades reales.,Gamma,Dominant,Standard,Gamma,True,,,,R5S27QFP,yilteqcmhn
1057,Fake Overflow F4-1,Caso ficticio generado para evaluar un mecanismo de autenticación simulado con fines exclusivamente de validación del modelo.,Gamma,Rare3,Standard,Gamma,False,Medium,,,TS3H2H9J,hmxnlvroxt
174,Demo Spoofing C17,Se simula la explotación de una dependencia simulada sin parches con fines exclusivamente de validación del modelo.,Delta,Dominant,Standard,Delta,False,,,,OHFXXTZH,ocfvvknunv
1052,Sample Bypass C2-1,Se simula la explotación de una configuración de prueba insegura como parte de un conjunto de datos sintético.,Gamma,Dominant,Standard,Gamma,FALSE,Critical,,,K2Q7HF4Y,fxyoxehnvo
1181,Trial Hijack A4,Se simula la explotación de una condición de entrada no controlada generado aleatoriamente para pruebas de entropía.,Alpha,Dominant,Standard,Alpha,true,Medium,,,YB26SOWR,bjjerpztiw
604,Mock Injection F12,Este registro de prueba describe una configuración de prueba insegura sin relación con vulnerabilidades reales.,Gamma,Dominant,Standard,Gamma,True,Medium,,,1EQ1JT3R,wszatmxojj
1137,Trial Hijack B19,Se simula la explotación de una condición de entrada no controlada como parte de un conjunto de datos sintético.,Gamma,Dominant,Standard,Gamma,False,Medium,,,YZK4ZYS0,qhowlbqxcd
687,Dummy Breach C1,Se simula la explotación de un componente de red ficticio sin relación con vulnerabilidades reales.,Beta,Dominant,Standard,Beta,False,Low,,,6RDUPBM9,pbjnhvyqql
504,Demo Spoofing E0,Se simula la explotación de una dependencia simulada sin parches como parte de un conjunto de datos sintético.,Gamma,Rare3,Standard,Gamma, True,,,,5CWQEX76,jthckfqssb
237,Mock Injection D3,Este registro de prueba describe un mecanismo de autenticación simulado como parte de un conjunto de datos sintético.,Beta,Dominant,Standard,Beta,FALSE,Low,,,EG8XF6C4,facmttoblj
735,Placeholder Attack A16-1,Caso ficticio generado para evaluar un componente de red ficticio sin relación con vulnerabilidades reales.,Beta,Dominant,Standard,Beta,FALSE,High,,,AW48D1S0,pjlagnqyje
984,Generic Compromise B9,El escenario sintético representa un mecanismo de autenticación simulado generado aleatoriamente para pruebas de entropía.,Delta,Dominant,Standard,Delta, True,Low,,,G0P1ZAXY,mmmqitsvyx
61,Test Escalation E15-1,Se simula la explotación de una dependencia simulada sin parches como parte de un conjunto de datos sintético.,Beta,Dominant,Standard,Beta,True ,,,,B8QDADWI,rwmkjtaqhi
997,Synthetic Exploit C10,Se simula la explotación de un mecanismo de autenticación simulado con fines exclusivamente de validación del modelo.,Beta,Dominant,Standard,Beta,True,Critical,,,OTYC2G8J,ojwtulojhp
890,Sample Bypass C13,Este registro de prueba describe un componente de red ficticio con fines exclusivamente de validación del modelo.,Alpha,Dominant,Standard,Alpha,True ,Low,,,74JCINWO,xohqablkbo
943,Trial Hijack C5,Caso ficticio generado para evaluar un componente de red ficticio sin relación con vulnerabilidades reales.,Alpha,Dominant,Standard,Alpha,true,,,,8B2TEG4A,jjklpwnmcg
810,Placeholder Attack C16,El escenario sintético representa un mecanismo de autenticación simulado como parte de un conjunto de datos sintético.,Delta,Dominant,Standard,Delta,True ,Low,,,D5YVOYR5,pfumepxbnh
50,Sample Bypass D4,Caso ficticio generado para evaluar una configuración de prueba insegura con fines exclusivamente de validación del modelo.,Delta,Dominant,Standard,Delta,true,Low,Evento raro B,,EA5EEVZ9,vqhghdaqtu
1080,Test Escalation C4,Este registro de prueba describe una condición de entrada no controlada como parte de un conjunto de datos sintético.,Beta,Dominant,Standard,Beta,False,Medium,,,OYYPGSM7,qezgwvwaaz
300,Synthetic Exploit E7,Este registro de prueba describe un mecanismo de autenticación simulado sin relación con vulnerabilidades reales.,Gamma,Dominant,Standard,Alpha, False,Low,,,XQDBEI3S,ugbdbyoxom
832,Dummy Breach C7,Este registro de prueba describe un componente de red ficticio sin relación con vulnerabilidades reales.,Delta,Dominant,Standard,Alpha,false,Low,,,UIFU63JN,swtllhdzbe
646,Demo Spoofing A0,Este registro de prueba describe un mecanismo de autenticación simulado sin relación con vulnerabilidades reales.,Alpha,Dominant,Standard,Alpha, True,Medium,,,5O4HDJT5,mivhqduucf
118,Fake Overflow A11,El escenario sintético representa un mecanismo de autenticación simulado generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma, True,,,,WLEEYRI4,blrqpmyukt
522,Trial Hijack E5,El escenario sintético representa un mecanismo de autenticación simulado con fines exclusivamente de validación del modelo.,Delta,Rare2,Standard,Delta,False,Medium,,,DWRDFH3H,iouovqjtfb
1017,Sample Bypass D10,Se simula la explotación de un componente de red ficticio con fines exclusivamente de validación del modelo.,Beta,Dominant,Standard,Beta,true,,,,6SZMPID7,lcyrjvotxp
15,Mock Injection D18,Se simula la explotación de una condición de entrada no controlada sin relación con vulnerabilidades reales.,Alpha,Dominant,Standard,Alpha,false,,,,FD8UPAAY,ntatonogcw
585,Demo Spoofing A15,Caso ficticio generado para evaluar un componente de red ficticio sin relación con vulnerabilidades reales.,Beta,Dominant,Standard,Beta,False,High,,,TPO3NH6Q,scpjbnhdwk
1068,Placeholder Attack F15,El escenario sintético representa una configuración de prueba insegura como parte de un conjunto de datos sintético.,Gamma,Dominant,Standard,Gamma,False,,,,2BZCLJTX,iskyujtveo
946,Synthetic Exploit A3-1,El escenario sintético representa una condición de entrada no controlada generado aleatoriamente para pruebas de entropía.,Delta,Dominant,Standard,Delta, False,Low,,,7D9T6F96,skmsnkawwu
915,Sample Bypass F1,Este registro de prueba describe una dependencia simulada sin parches con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Gamma,False,High,,,HUAS5HJJ,uxvrrhotaz
18,Sample Bypass C17,Este registro de prueba describe una condición de entrada no controlada generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma,false,High,,,RC6GT4GR,ozhfztromt
757,Synthetic Exploit A10-1,Se simula la explotación de una condición de entrada no controlada como parte de un conjunto de datos sintético.,Alpha,Dominant,Standard,Alpha, True,,,,KBKTDA7V,rrwtbniupi
1188,Fake Overflow A3,El escenario sintético representa una condición de entrada no controlada como parte de un conjunto de datos sintético.,Beta,Dominant,Standard,Beta,True,,,,SELCAS29,jemzxaablq
67,Sample Bypass E16,Se simula la explotación de una dependencia simulada sin parches como parte de un conjunto de datos sintético.,Alpha,Dominant,Standard,Alpha, True,High,,,Y8JN6LH7,rlpgaquzbi
320,Fake Overflow C5,Este registro de prueba describe un mecanismo de autenticación simulado con fines exclusivamente de validación del modelo.,Beta,Dominant,Standard,Beta,False ,,,,ZYB8NEMS,iboeipkryg
944,Dummy Breach B17,Se simula la explotación de un mecanismo de autenticación simulado como parte de un conjunto de datos sintético.,Gamma,Dominant,Standard,Gamma, False,High,,,T5EH1MD2,vhrzwvgglx
638,Demo Spoofing D2,Caso ficticio generado para evaluar una dependencia simulada sin parches generado aleatoriamente para pruebas de entropía.,Beta,Dominant,Standard,Beta, True,Medium,,,5HKG4AVG,tbmsqdnqwt
962,Dummy Breach D3,Este registro de prueba describe una condición de entrada no controlada con fines exclusivamente de validación del modelo.,Alpha,Dominant,Standard,Alpha,True,Critical,,,C05V2C0C,qtwxevaszs
193,Test Escalation D12,Caso ficticio generado para evaluar una dependencia simulada sin parches como parte de un conjunto de datos sintético.,Alpha,Dominant,Variant_B,Alpha,False,Medium,,,HAOY228D,bnnwdzklfu
841,Demo Spoofing B2,Este registro de prueba describe una configuración de prueba insegura como parte de un conjunto de datos sintético.,Alpha,Dominant,Standard,Alpha,True,Low,,,4IT26SYH,dehlbbskfn
613,Generic Compromise F1,Este registro de prueba describe un componente de red ficticio con fines exclusivamente de validación del modelo.,Beta,Dominant,Standard,Beta,True ,Low,,,XYHGQ8TN,dbkbsgfbjy
575,Mock Injection B12,Se simula la explotación de una condición de entrada no controlada como parte de un conjunto de datos sintético.,Delta,Dominant,Variant_A,Delta,True,Medium,,,A7X2PKGS,vacysidsxh
635,Dummy Breach D12,Se simula la explotación de un mecanismo de autenticación simulado generado aleatoriamente para pruebas de entropía.,Beta,Dominant,Variant_B,Beta, False,Medium,,,HMXHBAS9,mxnwfljyux
1199,Placeholder Attack D12-1,Este registro de prueba describe una dependencia simulada sin parches generado aleatoriamente para pruebas de entropía.,Beta,Dominant,Standard,Beta,true,,Evento raro C,,AJ9U01OO,qfdujwcajx
811,Trial Hijack B18,Caso ficticio generado para evaluar una condición de entrada no controlada generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma,FALSE,Critical,,,RC6GT4GR,srnpekwczl
348,Demo Spoofing E17,El escenario sintético representa un componente de red ficticio como parte de un conjunto de datos sintético.,Gamma,Dominant,Standard,Gamma,False ,Critical,,,H48EYESM,unfbahjcuu
655,Dummy Breach B14,Este registro de prueba describe un mecanismo de autenticación simulado generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma,True,Low,,,TY3EBDLP,pyfjvdmuxx
1196,Synthetic Exploit D7,El escenario sintético representa un componente de red ficticio como parte de un conjunto de datos sintético.,Gamma,Dominant,Standard,Beta,False,Medium,,,JB4HC93F,ejfksswxek
412,Trial Hijack C4,Este registro de prueba describe una condición de entrada no controlada sin relación con vulnerabilidades reales.,Alpha,Dominant,Standard,Alpha,False,High,,,TDORBPVG,tnhqmvrowp
610,Trial Hijack A6,Se simula la explotación de una dependencia simulada sin parches con fines exclusivamente de validación del modelo.,Beta,Dominant,Standard,Beta, False,High,,,KSTX3G76,otutnrtgmi
1075,Generic Compromise A19,El escenario sintético representa una condición de entrada no controlada con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Gamma, True,Low,,,YEOKM1Y0,jesjejqrfd
910,Demo Spoofing D18,Caso ficticio generado para evaluar una condición de entrada no controlada como parte de un conjunto de datos sintético.,Beta,Dominant,Standard,Beta,True,High,,,K9PZJJ9P,xiuliqvkfv
730,Test Escalation F12,Se simula la explotación de un componente de red ficticio como parte de un conjunto de datos sintético.,Beta,Dominant,Standard,Beta, True,Low,,,4P5DX6CE,flddgdyelg
647,Sample Bypass D3,Caso ficticio generado para evaluar una configuración de prueba insegura generado aleatoriamente para pruebas de entropía.,Delta,Dominant,Standard,Delta,false,High,,,QOT3GQUW,jgathpawjs
140,Test Escalation A5,El escenario sintético representa una dependencia simulada sin parches sin relación con vulnerabilidades reales.,Delta,Dominant,Standard,Delta,TRUE,Low,,,108ZY1FR,oetsanqiwd
779,Mock Injection D16,Caso ficticio generado para evaluar una configuración de prueba insegura generado aleatoriamente para pruebas de entropía.,Beta,Dominant,Standard,Beta,FALSE,Critical,,,94FRXNNI,nabkdbvdsj
681,Test Escalation D9-1,Se simula la explotación de una configuración de prueba insegura sin relación con vulnerabilidades reales.,Delta,Dominant,Standard,Delta,False ,Low,Evento raro A,,HZTR9VNQ,lvkbocnhxr
770,Test Escalation B15,El escenario sintético representa una dependencia simulada sin parches generado aleatoriamente para pruebas de entropía.,Beta,Dominant,Standard,Beta,TRUE,Critical,,,0FRHD7XD,pcldvlmrfr
856,Demo Spoofing C3,Caso ficticio generado para evaluar un mecanismo de autenticación simulado como parte de un conjunto de datos sintético.,Alpha,Dominant,Standard,Alpha,FALSE,Low,,,F9AU3FID,wznnnrclbq
407,Placeholder Attack E4,El escenario sintético representa una dependencia simulada sin parches generado aleatoriamente para pruebas de entropía.,Alpha,Dominant,Standard,Alpha,false,Medium,,,IRR6XUID,gwsycuesbx
848,Placeholder Attack D17,Se simula la explotación de un mecanismo de autenticación simulado como parte de un conjunto de datos sintético.,Gamma,Dominant,Standard,Gamma,True ,Medium,,,4YXZFUZU,kolmwtmays
267,Placeholder Attack F2,Caso ficticio generado para evaluar una condición de entrada no controlada con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Gamma, False,,,,58MY8VJA,gumdxcpekr
182,Test Escalation F4-2,Caso ficticio generado para evaluar una configuración de prueba insegura como parte de un conjunto de datos sintético.,Delta,Dominant,Standard,Delta,FALSE,,,,921ERF0O,kloumibgtg
616,Fake Overflow E7,Este registro de prueba describe un componente de red ficticio sin relación con vulnerabilidades reales.,Delta,Dominant,Standard,Delta,true,,,,VH4M67AW,vkompbcxna
359,Trial Hijack E3,Caso ficticio generado para evaluar una dependencia simulada sin parches sin relación con vulnerabilidades reales.,Delta,Rare3,Standard,Delta,False,,,,B9BPDDML,lvehubgbjn
926,Dummy Breach B7,Este registro de prueba describe un mecanismo de autenticación simulado generado aleatoriamente para pruebas de entropía.,Alpha,Dominant,Standard,Alpha, True,Critical,,,T3HDON9C,mzhyukoqqo
1200,Sample Bypass A11,Se simula la explotación de un componente de red ficticio generado aleatoriamente para pruebas de entropía.,Alpha,Dominant,Standard,Alpha, False,Low,,,8P54HXOR,slujuikytk
630,Mock Injection E1-1,Se simula la explotación de un componente de red ficticio con fines exclusivamente de validación del modelo.,Delta,Dominant,Standard,Delta,FALSE,Critical,,,HNPQZYIH,vohaepyprq
268,Demo Spoofing D1,El escenario sintético representa una condición de entrada no controlada como parte de un conjunto de datos sintético.,Delta,Dominant,Standard,Delta,false,Medium,,,YZBMCMSF,ojkuxyhiqp
55,Placeholder Attack F7-1,Este registro de prueba describe un mecanismo de autenticación simulado con fines exclusivamente de validación del modelo.,Alpha,Dominant,Standard,Alpha,false,Medium,,,JGSGEIGG,pkkzqvryzv
1169,Synthetic Exploit B1-1,Se simula la explotación de una condición de entrada no controlada como parte de un conjunto de datos sintético.,Gamma,Dominant,Standard,Gamma,False ,Medium,,,KPUQA8C6,giklgkmfus
467,Dummy Breach A1,El escenario sintético representa una condición de entrada no controlada con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Gamma,True,High,,,UGVYCA4D,laovbnuxkb
339,Test Escalation D10-1,Caso ficticio generado para evaluar una condición de entrada no controlada sin relación con vulnerabilidades reales.,Gamma,Dominant,Standard,Gamma,FALSE,Low,,,8KQNOZ0T,ydukllpesf
21,Placeholder Attack D2,Este registro de prueba describe una dependencia simulada sin parches sin relación con vulnerabilidades reales.,Alpha,Dominant,Standard,Alpha,False,,,,RUK4YVLS,zkesykmbxy
1148,Synthetic Exploit C9,El escenario sintético representa una condición de entrada no controlada generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma,False ,Medium,,,XVZS8J9G,orxblnuost
497,Generic Compromise A17-1,Se simula la explotación de un componente de red ficticio generado aleatoriamente para pruebas de entropía.,Alpha,Dominant,Standard,Alpha,False ,Medium,,,H8LZVXRN,zpshsybahe
46,Sample Bypass D16,Este registro de prueba describe un mecanismo de autenticación simulado sin relación con vulnerabilidades reales.,Beta,Dominant,Standard,Beta,FALSE,Critical,,,H0QGO8EV,hqgrxdkmbr
668,Fake Overflow C0,Este registro de prueba describe una dependencia simulada sin parches generado aleatoriamente para pruebas de entropía.,Alpha,Dominant,Standard,Alpha,True,High,,,OAZOJXA0,ddekearmwl
171,Test Escalation E8,El escenario sintético representa un componente de red ficticio como parte de un conjunto de datos sintético.,Beta,Dominant,Standard,Beta, False,High,,,FMUO0ICN,wtdxteknnd
48,Mock Injection B2,Caso ficticio generado para evaluar un componente de red ficticio con fines exclusivamente de validación del modelo.,Alpha,Dominant,Standard,Alpha,FALSE,Low,,,EIJQ92F1,hsxdiqlbuc
644,Synthetic Exploit C0-1,Este registro de prueba describe una configuración de prueba insegura sin relación con vulnerabilidades reales.,Delta,Dominant,Standard,Delta,False ,Low,,,4T1Y8QHP,jjsrihqail
720,Placeholder Attack C10,El escenario sintético representa una dependencia simulada sin parches como parte de un conjunto de datos sintético.,Delta,Dominant,Variant_A,Delta,True ,Medium,,,BP0PGYA7,hpsqgrlmzt
335,Generic Compromise D0-1,Caso ficticio generado para evaluar un componente de red ficticio como parte de un conjunto de datos sintético.,Gamma,Dominant,Standard,Gamma, False,,,,S54X0A8B,kuayiqongx
1029,Test Escalation D2-1,Caso ficticio generado para evaluar una condición de entrada no controlada con fines exclusivamente de validación del modelo.,Alpha,Rare3,Standard,Alpha, False,Medium,,,VMGDGD2A,vejomyxrbc
452,Generic Compromise A9,El escenario sintético representa una configuración de prueba insegura sin relación con vulnerabilidades reales.,Gamma,Dominant,Standard,Gamma,true,,,,DTPU7YJI,lgmhyhlzfr
871,Dummy Breach D7-1,El escenario sintético representa una configuración de prueba insegura con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Gamma,false,Critical,,,9E6IOKX5,gwkunoxaqd
1008,Fake Overflow C10-1,El escenario sintético representa una configuración de prueba insegura generado aleatoriamente para pruebas de entropía.,Beta,Dominant,Standard,Beta,True,Critical,,,I2L51FRJ,helhyynnqk
334,Test Escalation A0,Caso ficticio generado para evaluar un mecanismo de autenticación simulado generado aleatoriamente para pruebas de entropía.,Delta,Dominant,Standard,Delta,False,Low,,,S8L2OI06,akeqxoiwqm
1159,Trial Hijack B11,Caso ficticio generado para evaluar una condición de entrada no controlada sin relación con vulnerabilidades reales.,Delta,Dominant,Standard,Delta,FALSE,,,,Z7L51D2L,khfxdywwlg
287,Generic Compromise E16-1,Este registro de prueba describe una dependencia simulada sin parches generado aleatoriamente para pruebas de entropía.,Beta,Dominant,Standard,Delta,False ,Low,,,BY9HHKAD,selmwyylcs
199,Trial Hijack C7-1,Caso ficticio generado para evaluar una configuración de prueba insegura como parte de un conjunto de datos sintético.,Gamma,Rare3,Standard,Gamma,False ,,,,IZT3WQPK,qbsvtlhftp
446,Generic Compromise D14,El escenario sintético representa un mecanismo de autenticación simulado como parte de un conjunto de datos sintético.,Beta,Dominant,Standard,Beta,false,,,,H6HG3455,qcjjlsmxhf
809,Demo Spoofing D16-1,El escenario sintético representa un componente de red ficticio como parte de un conjunto de datos sintético.,Delta,Dominant,Standard,Delta,True ,High,,,G428BYX5,gcexvmspzd
745,Placeholder Attack D9,Se simula la explotación de una condición de entrada no controlada generado aleatoriamente para pruebas de entropía.,Delta,Dominant,Standard,Delta, True,Low,,,5TSH9MYA,rnnnhowntg
88,Test Escalation E10,El escenario sintético representa una dependencia simulada sin parches como parte de un conjunto de datos sintético.,Gamma,Dominant,Standard,Gamma, False,Critical,,,4XR87FDW,szlfwyxocf
824,Mock Injection E10-1,El escenario sintético representa una configuración de prueba insegura con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Gamma,false,Low,,,FT72IIE7,xsllqsacfh
560,Fake Overflow A17-1,Se simula la explotación de un mecanismo de autenticación simulado generado aleatoriamente para pruebas de entropía.,Delta,Dominant,Standard,Delta,False,Low,,,ZOZQA2PP,vyhjqixaty
625,Synthetic Exploit A15,Se simula la explotación de una configuración de prueba insegura generado aleatoriamente para pruebas de entropía.,Alpha,Dominant,Standard,Alpha,true,Medium,,,B31BGARM,wxcsvleaqc
906,Placeholder Attack D4,Este registro de prueba describe una configuración de prueba insegura sin relación con vulnerabilidades reales.,Beta,Dominant,Standard,Beta,False ,,,,JCAQXX0D,yrwggfxmnp
563,Demo Spoofing C4,Se simula la explotación de una condición de entrada no controlada con fines exclusivamente de validación del modelo.,Alpha,Dominant,Standard,Alpha,False,,,,CPRFUQW4,ahufoukcrv
999,Synthetic Exploit F5-1,El escenario sintético representa una condición de entrada no controlada como parte de un conjunto de datos sintético.,Alpha,Dominant,Variant_B,Alpha,True,,,,JFAIQ774,ukbbmqbacb
260,Placeholder Attack F9,El escenario sintético representa un componente de red ficticio sin relación con vulnerabilidades reales.,Beta,Dominant,Standard,Beta,True,Medium,,,G4KXTNCI,nxalexrlnq
744,Test Escalation A4,Se simula la explotación de una configuración de prueba insegura con fines exclusivamente de validación del modelo.,Delta,Dominant,Standard,Delta, True,,,,Y9FXE38I,maxejbsypi
532,Sample Bypass C16-1,Se simula la explotación de una condición de entrada no controlada sin relación con vulnerabilidades reales.,Alpha,Dominant,Standard,Alpha,True ,,,,FN7GS48O,zrwimsomus
727,Test Escalation C18,Se simula la explotación de una dependencia simulada sin parches como parte de un conjunto de datos sintético.,Alpha,Dominant,Standard,Alpha,FALSE,Medium,,,H8U2LGQZ,ozotxodklw
29,Generic Compromise E8,Caso ficticio generado para evaluar una dependencia simulada sin parches sin relación con vulnerabilidades reales.,Delta,Dominant,Standard,Delta, False,Medium,Evento raro B,,IQ0M9AW0,ldbpoebiaj
406,Dummy Breach F10,Este registro de prueba describe una configuración de prueba insegura generado aleatoriamente para pruebas de entropía.,Alpha,Dominant,Standard,Alpha,FALSE,Low,,,B3329XK6,bsparvsmys
1157,Dummy Breach F9,Caso ficticio generado para evaluar una configuración de prueba insegura sin relación con vulnerabilidades reales.,Gamma,Dominant,Standard,Gamma,False ,Critical,,,IFS6N66P,zkxxsnmirf
1156,Trial Hijack D16,Se simula la explotación de un mecanismo de autenticación simulado con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Gamma, False,Critical,,,C12X2A0Z,toqmfzpaus
896,Trial Hijack A19,El escenario sintético representa una configuración de prueba insegura como parte de un conjunto de datos sintético.,Beta,Rare3,Standard,Beta,True,High,,,LKJ98Q39,xkuixjuxfu
1005,Synthetic Exploit E12,Este registro de prueba describe una dependencia simulada sin parches con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Delta,False,High,,,2LYWCZDK,dqrcxcbcif
200,Trial Hijack D5,Este registro de prueba describe una dependencia simulada sin parches generado aleatoriamente para pruebas de entropía.,Beta,Dominant,Standard,Beta,true,Critical,,,KBKTDA7V,ejoqpozlnc
513,Sample Bypass B18,Este registro de prueba describe un mecanismo de autenticación simulado como parte de un conjunto de datos sintético.,Beta,Dominant,Standard,Beta, False,Low,,,H2WYZ0TE,vniqbaconv
168,Synthetic Exploit A6,Caso ficticio generado para evaluar un componente de red ficticio como parte de un conjunto de datos sintético.,Delta,Dominant,Standard,Delta,true,Critical,,,J6OJJVQK,ipjqreufld
127,Generic Compromise F16-1,Caso ficticio generado para evaluar una configuración de prueba insegura como parte de un conjunto de datos sintético.,Alpha,Dominant,Standard,Alpha,False,High,,,P1HX70EZ,criguddflz
614,Demo Spoofing A2,Se simula la explotación de un mecanismo de autenticación simulado sin relación con vulnerabilidades reales.,Delta,Dominant,Standard,Delta,True ,High,,,WCCKR1U7,yxfjoxycqg
806,Generic Compromise A16,Este registro de prueba describe una dependencia simulada sin parches generado aleatoriamente para pruebas de entropía.,Delta,Dominant,Standard,Delta,False,Low,Evento raro B,,CL1TPJCT,kjnjpxchdl
1140,Fake Overflow C15-1,Caso ficticio generado para evaluar una configuración de prueba insegura generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma,False ,High,,,FRLWKS9B,zddorfjckx
822,Mock Injection E19,Caso ficticio generado para evaluar un componente de red ficticio con fines exclusivamente de validación del modelo.,Alpha,Rare3,Standard,Alpha,True ,,,,CFYEYEQ8,vkekswhkqm
326,Sample Bypass D7,El escenario sintético representa una configuración de prueba insegura como parte de un conjunto de datos sintético.,Alpha,Dominant,Standard,Alpha,TRUE,,,,NZRYUNUN,fpyhpbtngm
211,Mock Injection E4-1,Se simula la explotación de una dependencia simulada sin parches sin relación con vulnerabilidades reales.,Delta,Dominant,Standard,Delta,True ,Low,,,N9FCR3WA,yqtvjidpmt
105,Trial Hijack C10,El escenario sintético representa un componente de red ficticio con fines exclusivamente de validación del modelo.,Delta,Dominant,Standard,Delta,True ,Medium,,,TI54JHD4,kfyuiwfjyw
654,Fake Overflow C3,El escenario sintético representa una condición de entrada no controlada generado aleatoriamente para pruebas de entropía.,Alpha,Dominant,Standard,Alpha,TRUE,,,,172C46SK,eguwntzyqa
83,Mock Injection B1,Se simula la explotación de una configuración de prueba insegura sin relación con vulnerabilidades reales.,Gamma,Dominant,Standard,Gamma,False,Low,,,GS8ZII4H,qiturelhyt
599,Trial Hijack E11,Se simula la explotación de una dependencia simulada sin parches sin relación con vulnerabilidades reales.,Delta,Dominant,Standard,Delta, True,Low,,,N0997F5K,hfozpepuxr
480,Generic Compromise B1,El escenario sintético representa un componente de red ficticio generado aleatoriamente para pruebas de entropía.,Delta,Dominant,Standard,Delta,True ,,,,R4BCUCM9,gytngctodp
342,Mock Injection A4,Este registro de prueba describe una configuración de prueba insegura como parte de un conjunto de datos sintético.,Gamma,Dominant,Standard,Gamma,True ,Low,,,SVWUB4D1,zvziycgynh
1078,Synthetic Exploit B0,Este registro de prueba describe un componente de red ficticio como parte de un conjunto de datos sintético.,Gamma,Dominant,Standard,Gamma,false,Medium,,,HH7Y6UCY,qdsxqsxppu
966,Trial Hijack F17,Este registro de prueba describe una configuración de prueba insegura con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Gamma,false,,,,2UJOV3VE,mbsqaytlja
16,Synthetic Exploit C13-1,Este registro de prueba describe una dependencia simulada sin parches con fines exclusivamente de validación del modelo.,Alpha,Dominant,Standard,Alpha,true,,,,AXHQQQ1Z,eohnymexze
390,Placeholder Attack F13,El escenario sintético representa una dependencia simulada sin parches como parte de un conjunto de datos sintético.,Alpha,Dominant,Standard,Alpha,FALSE,High,,,NL8QIHC2,kykqdyxgjf
971,Trial Hijack B4,Este registro de prueba describe un mecanismo de autenticación simulado generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma,True ,Critical,,,IYE5JDEE,vfcsquatmj
734,Sample Bypass E19-1,Se simula la explotación de una dependencia simulada sin parches con fines exclusivamente de validación del modelo.,Delta,Dominant,Standard,Delta,true,,,,Q3VWOJ1S,uuphuodamx
22,Trial Hijack D0,El escenario sintético representa un mecanismo de autenticación simulado generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma, True,Low,,,RWAQRPG7,gpgvvalprl
507,Trial Hijack B0,Caso ficticio generado para evaluar una condición de entrada no controlada como parte de un conjunto de datos sintético.,Alpha,Dominant,Standard,Alpha,False,Low,,,O2E9IG8Y,uvpmfgkrry
27,Fake Overflow C4,Caso ficticio generado para evaluar una condición de entrada no controlada como parte de un conjunto de datos sintético.,Delta,Dominant,Standard,Delta,true,Medium,,,PCXHP1S9,ewanargdkd
463,Demo Spoofing A12,El escenario sintético representa un componente de red ficticio sin relación con vulnerabilidades reales.,Alpha,Dominant,Standard,Alpha,False ,Medium,Evento raro A,,N9FCR3WA,rxfmigvuap
949,Sample Bypass C3,Caso ficticio generado para evaluar una dependencia simulada sin parches sin relación con vulnerabilidades reales.,Gamma,Dominant,Standard,Gamma, False,Low,,,A0R6JCRL,vwxvjoxhyd
