ID,Name,Description,Abstraction,Likelihood Of Attack,Status,Redundant_Of_Category,Binary_Noisy,Typical Severity,Sparse_Field,Mostly_Missing,High_Cardinality_Code,Uniform_Random_Text,description_length_chars
50,Sample Bypass D4,Caso ficticio generado para evaluar una configuración de prueba insegura con fines exclusivamente de validación del modelo.,Delta,Dominant,Standard,Delta,TRUE,Low,Evento raro B,,EA5EEVZ9,vqhghdaqtu,123
1080,Test Escalation C4,Este registro de prueba describe una condición de entrada no controlada como parte de un conjunto de datos sintético.,Beta,Dominant,Standard,Beta,FALSE,Medium,,,OYYPGSM7,qezgwvwaaz,117
300,Synthetic Exploit E7,Este registro de prueba describe un mecanismo de autenticación simulado sin relación con vulnerabilidades reales.,Gamma,Dominant,Standard,Alpha,FALSE,Low,,,XQDBEI3S,ugbdbyoxom,113
832,Dummy Breach C7,Este registro de prueba describe un componente de red ficticio sin relación con vulnerabilidades reales.,Delta,Dominant,Standard,Alpha,FALSE,Low,,,UIFU63JN,swtllhdzbe,104
646,Demo Spoofing A0,Este registro de prueba describe un mecanismo de autenticación simulado sin relación con vulnerabilidades reales.,Alpha,Dominant,Standard,Alpha,TRUE,Medium,,,5O4HDJT5,mivhqduucf,113
118,Fake Overflow A11,El escenario sintético representa un mecanismo de autenticación simulado generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma,TRUE,,,,WLEEYRI4,blrqpmyukt,122
522,Trial Hijack E5,El escenario sintético representa un mecanismo de autenticación simulado con fines exclusivamente de validación del modelo.,Delta,Rare2,Standard,Delta,FALSE,Medium,,,DWRDFH3H,iouovqjtfb,123
1017,Sample Bypass D10,Se simula la explotación de un componente de red ficticio con fines exclusivamente de validación del modelo.,Beta,Dominant,Standard,Beta,TRUE,,,,6SZMPID7,lcyrjvotxp,108
15,Mock Injection D18,Se simula la explotación de una condición de entrada no controlada sin relación con vulnerabilidades reales.,Alpha,Dominant,Standard,Alpha,FALSE,,,,FD8UPAAY,ntatonogcw,108
585,Demo Spoofing A15,Caso ficticio generado para evaluar un componente de red ficticio sin relación con vulnerabilidades reales.,Beta,Dominant,Standard,Beta,FALSE,High,,,TPO3NH6Q,scpjbnhdwk,107
1068,Placeholder Attack F15,El escenario sintético representa una configuración de prueba insegura como parte de un conjunto de datos sintético.,Gamma,Dominant,Standard,Gamma,FALSE,,,,2BZCLJTX,iskyujtveo,116
946,Synthetic Exploit A3-1,El escenario sintético representa una condición de entrada no controlada generado aleatoriamente para pruebas de entropía.,Delta,Dominant,Standard,Delta,FALSE,Low,,,7D9T6F96,skmsnkawwu,122
915,Sample Bypass F1,Este registro de prueba describe una dependencia simulada sin parches con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Gamma,FALSE,High,,,HUAS5HJJ,uxvrrhotaz,120
18,Sample Bypass C17,Este registro de prueba describe una condición de entrada no controlada generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma,FALSE,High,,,RC6GT4GR,ozhfztromt,121
757,Synthetic Exploit A10-1,Se simula la explotación de una condición de entrada no controlada como parte de un conjunto de datos sintético.,Alpha,Dominant,Standard,Alpha,TRUE,,,,KBKTDA7V,rrwtbniupi,112
1188,Fake Overflow A3,El escenario sintético representa una condición de entrada no controlada como parte de un conjunto de datos sintético.,Beta,Dominant,Standard,Beta,TRUE,,,,SELCAS29,jemzxaablq,118
67,Sample Bypass E16,Se simula la explotación de una dependencia simulada sin parches como parte de un conjunto de datos sintético.,Alpha,Dominant,Standard,Alpha,TRUE,High,,,Y8JN6LH7,rlpgaquzbi,110
320,Fake Overflow C5,Este registro de prueba describe un mecanismo de autenticación simulado con fines exclusivamente de validación del modelo.,Beta,Dominant,Standard,Beta,FALSE,,,,ZYB8NEMS,iboeipkryg,122
944,Dummy Breach B17,Se simula la explotación de un mecanismo de autenticación simulado como parte de un conjunto de datos sintético.,Gamma,Dominant,Standard,Gamma,FALSE,High,,,T5EH1MD2,vhrzwvgglx,112
638,Demo Spoofing D2,Caso ficticio generado para evaluar una dependencia simulada sin parches generado aleatoriamente para pruebas de entropía.,Beta,Dominant,Standard,Beta,TRUE,Medium,,,5HKG4AVG,tbmsqdnqwt,122
962,Dummy Breach D3,Este registro de prueba describe una condición de entrada no controlada con fines exclusivamente de validación del modelo.,Alpha,Dominant,Standard,Alpha,TRUE,Critical,,,C05V2C0C,qtwxevaszs,122
193,Test Escalation D12,Caso ficticio generado para evaluar una dependencia simulada sin parches como parte de un conjunto de datos sintético.,Alpha,Dominant,Variant_B,Alpha,FALSE,Medium,,,HAOY228D,bnnwdzklfu,118
841,Demo Spoofing B2,Este registro de prueba describe una configuración de prueba insegura como parte de un conjunto de datos sintético.,Alpha,Dominant,Standard,Alpha,TRUE,Low,,,4IT26SYH,dehlbbskfn,115
613,Generic Compromise F1,Este registro de prueba describe un componente de red ficticio con fines exclusivamente de validación del modelo.,Beta,Dominant,Standard,Beta,TRUE,Low,,,XYHGQ8TN,dbkbsgfbjy,113
575,Mock Injection B12,Se simula la explotación de una condición de entrada no controlada como parte de un conjunto de datos sintético.,Delta,Dominant,Variant_A,Delta,TRUE,Medium,,,A7X2PKGS,vacysidsxh,112
635,Dummy Breach D12,Se simula la explotación de un mecanismo de autenticación simulado generado aleatoriamente para pruebas de entropía.,Beta,Dominant,Variant_B,Beta,FALSE,Medium,,,HMXHBAS9,mxnwfljyux,116
1199,Placeholder Attack D12-1,Este registro de prueba describe una dependencia simulada sin parches generado aleatoriamente para pruebas de entropía.,Beta,Dominant,Standard,Beta,TRUE,,Evento raro C,,AJ9U01OO,qfdujwcajx,119
811,Trial Hijack B18,Caso ficticio generado para evaluar una condición de entrada no controlada generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma,FALSE,Critical,,,RC6GT4GR,srnpekwczl,124
348,Demo Spoofing E17,El escenario sintético representa un componente de red ficticio como parte de un conjunto de datos sintético.,Gamma,Dominant,Standard,Gamma,FALSE,Critical,,,H48EYESM,unfbahjcuu,109
655,Dummy Breach B14,Este registro de prueba describe un mecanismo de autenticación simulado generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma,TRUE,Low,,,TY3EBDLP,pyfjvdmuxx,121
1196,Synthetic Exploit D7,El escenario sintético representa un componente de red ficticio como parte de un conjunto de datos sintético.,Gamma,Dominant,Standard,Beta,FALSE,Medium,,,JB4HC93F,ejfksswxek,109
412,Trial Hijack C4,Este registro de prueba describe una condición de entrada no controlada sin relación con vulnerabilidades reales.,Alpha,Dominant,Standard,Alpha,FALSE,High,,,TDORBPVG,tnhqmvrowp,113
610,Trial Hijack A6,Se simula la explotación de una dependencia simulada sin parches con fines exclusivamente de validación del modelo.,Beta,Dominant,Standard,Beta,FALSE,High,,,KSTX3G76,otutnrtgmi,115
1075,Generic Compromise A19,El escenario sintético representa una condición de entrada no controlada con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Gamma,TRUE,Low,,,YEOKM1Y0,jesjejqrfd,123
910,Demo Spoofing D18,Caso ficticio generado para evaluar una condición de entrada no controlada como parte de un conjunto de datos sintético.,Beta,Dominant,Standard,Beta,TRUE,High,,,K9PZJJ9P,xiuliqvkfv,120
730,Test Escalation F12,Se simula la explotación de un componente de red ficticio como parte de un conjunto de datos sintético.,Beta,Dominant,Standard,Beta,TRUE,Low,,,4P5DX6CE,flddgdyelg,103
647,Sample Bypass D3,Caso ficticio generado para evaluar una configuración de prueba insegura generado aleatoriamente para pruebas de entropía.,Delta,Dominant,Standard,Delta,FALSE,High,,,QOT3GQUW,jgathpawjs,122
140,Test Escalation A5,El escenario sintético representa una dependencia simulada sin parches sin relación con vulnerabilidades reales.,Delta,Dominant,Standard,Delta,TRUE,Low,,,108ZY1FR,oetsanqiwd,112
779,Mock Injection D16,Caso ficticio generado para evaluar una configuración de prueba insegura generado aleatoriamente para pruebas de entropía.,Beta,Dominant,Standard,Beta,FALSE,Critical,,,94FRXNNI,nabkdbvdsj,122
681,Test Escalation D9-1,Se simula la explotación de una configuración de prueba insegura sin relación con vulnerabilidades reales.,Delta,Dominant,Standard,Delta,FALSE,Low,Evento raro A,,HZTR9VNQ,lvkbocnhxr,106
770,Test Escalation B15,El escenario sintético representa una dependencia simulada sin parches generado aleatoriamente para pruebas de entropía.,Beta,Dominant,Standard,Beta,TRUE,Critical,,,0FRHD7XD,pcldvlmrfr,120
856,Demo Spoofing C3,Caso ficticio generado para evaluar un mecanismo de autenticación simulado como parte de un conjunto de datos sintético.,Alpha,Dominant,Standard,Alpha,FALSE,Low,,,F9AU3FID,wznnnrclbq,120
407,Placeholder Attack E4,El escenario sintético representa una dependencia simulada sin parches generado aleatoriamente para pruebas de entropía.,Alpha,Dominant,Standard,Alpha,FALSE,Medium,,,IRR6XUID,gwsycuesbx,120
848,Placeholder Attack D17,Se simula la explotación de un mecanismo de autenticación simulado como parte de un conjunto de datos sintético.,Gamma,Dominant,Standard,Gamma,TRUE,Medium,,,4YXZFUZU,kolmwtmays,112
267,Placeholder Attack F2,Caso ficticio generado para evaluar una condición de entrada no controlada con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Gamma,FALSE,,,,58MY8VJA,gumdxcpekr,125
182,Test Escalation F4-2,Caso ficticio generado para evaluar una configuración de prueba insegura como parte de un conjunto de datos sintético.,Delta,Dominant,Standard,Delta,FALSE,,,,921ERF0O,kloumibgtg,118
616,Fake Overflow E7,Este registro de prueba describe un componente de red ficticio sin relación con vulnerabilidades reales.,Delta,Dominant,Standard,Delta,TRUE,,,,VH4M67AW,vkompbcxna,104
359,Trial Hijack E3,Caso ficticio generado para evaluar una dependencia simulada sin parches sin relación con vulnerabilidades reales.,Delta,Rare3,Standard,Delta,FALSE,,,,B9BPDDML,lvehubgbjn,114
926,Dummy Breach B7,Este registro de prueba describe un mecanismo de autenticación simulado generado aleatoriamente para pruebas de entropía.,Alpha,Dominant,Standard,Alpha,TRUE,Critical,,,T3HDON9C,mzhyukoqqo,121
1200,Sample Bypass A11,Se simula la explotación de un componente de red ficticio generado aleatoriamente para pruebas de entropía.,Alpha,Dominant,Standard,Alpha,FALSE,Low,,,8P54HXOR,slujuikytk,107
630,Mock Injection E1-1,Se simula la explotación de un componente de red ficticio con fines exclusivamente de validación del modelo.,Delta,Dominant,Standard,Delta,FALSE,Critical,,,HNPQZYIH,vohaepyprq,108
268,Demo Spoofing D1,El escenario sintético representa una condición de entrada no controlada como parte de un conjunto de datos sintético.,Delta,Dominant,Standard,Delta,FALSE,Medium,,,YZBMCMSF,ojkuxyhiqp,118
55,Placeholder Attack F7-1,Este registro de prueba describe un mecanismo de autenticación simulado con fines exclusivamente de validación del modelo.,Alpha,Dominant,Standard,Alpha,FALSE,Medium,,,JGSGEIGG,pkkzqvryzv,122
1169,Synthetic Exploit B1-1,Se simula la explotación de una condición de entrada no controlada como parte de un conjunto de datos sintético.,Gamma,Dominant,Standard,Gamma,FALSE,Medium,,,KPUQA8C6,giklgkmfus,112
467,Dummy Breach A1,El escenario sintético representa una condición de entrada no controlada con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Gamma,TRUE,High,,,UGVYCA4D,laovbnuxkb,123
339,Test Escalation D10-1,Caso ficticio generado para evaluar una condición de entrada no controlada sin relación con vulnerabilidades reales.,Gamma,Dominant,Standard,Gamma,FALSE,Low,,,8KQNOZ0T,ydukllpesf,116
21,Placeholder Attack D2,Este registro de prueba describe una dependencia simulada sin parches sin relación con vulnerabilidades reales.,Alpha,Dominant,Standard,Alpha,FALSE,,,,RUK4YVLS,zkesykmbxy,111
1148,Synthetic Exploit C9,El escenario sintético representa una condición de entrada no controlada generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma,FALSE,Medium,,,XVZS8J9G,orxblnuost,122
497,Generic Compromise A17-1,Se simula la explotación de un componente de red ficticio generado aleatoriamente para pruebas de entropía.,Alpha,Dominant,Standard,Alpha,FALSE,Medium,,,H8LZVXRN,zpshsybahe,107
46,Sample Bypass D16,Este registro de prueba describe un mecanismo de autenticación simulado sin relación con vulnerabilidades reales.,Beta,Dominant,Standard,Beta,FALSE,Critical,,,H0QGO8EV,hqgrxdkmbr,113
668,Fake Overflow C0,Este registro de prueba describe una dependencia simulada sin parches generado aleatoriamente para pruebas de entropía.,Alpha,Dominant,Standard,Alpha,TRUE,High,,,OAZOJXA0,ddekearmwl,119
171,Test Escalation E8,El escenario sintético representa un componente de red ficticio como parte de un conjunto de datos sintético.,Beta,Dominant,Standard,Beta,FALSE,High,,,FMUO0ICN,wtdxteknnd,109
48,Mock Injection B2,Caso ficticio generado para evaluar un componente de red ficticio con fines exclusivamente de validación del modelo.,Alpha,Dominant,Standard,Alpha,FALSE,Low,,,EIJQ92F1,hsxdiqlbuc,116
644,Synthetic Exploit C0-1,Este registro de prueba describe una configuración de prueba insegura sin relación con vulnerabilidades reales.,Delta,Dominant,Standard,Delta,FALSE,Low,,,4T1Y8QHP,jjsrihqail,111
720,Placeholder Attack C10,El escenario sintético representa una dependencia simulada sin parches como parte de un conjunto de datos sintético.,Delta,Dominant,Variant_A,Delta,TRUE,Medium,,,BP0PGYA7,hpsqgrlmzt,116
335,Generic Compromise D0-1,Caso ficticio generado para evaluar un componente de red ficticio como parte de un conjunto de datos sintético.,Gamma,Dominant,Standard,Gamma,FALSE,,,,S54X0A8B,kuayiqongx,111
1029,Test Escalation D2-1,Caso ficticio generado para evaluar una condición de entrada no controlada con fines exclusivamente de validación del modelo.,Alpha,Rare3,Standard,Alpha,FALSE,Medium,,,VMGDGD2A,vejomyxrbc,125
452,Generic Compromise A9,El escenario sintético representa una configuración de prueba insegura sin relación con vulnerabilidades reales.,Gamma,Dominant,Standard,Gamma,TRUE,,,,DTPU7YJI,lgmhyhlzfr,112
871,Dummy Breach D7-1,El escenario sintético representa una configuración de prueba insegura con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Gamma,FALSE,Critical,,,9E6IOKX5,gwkunoxaqd,121
1008,Fake Overflow C10-1,El escenario sintético representa una configuración de prueba insegura generado aleatoriamente para pruebas de entropía.,Beta,Dominant,Standard,Beta,TRUE,Critical,,,I2L51FRJ,helhyynnqk,120
334,Test Escalation A0,Caso ficticio generado para evaluar un mecanismo de autenticación simulado generado aleatoriamente para pruebas de entropía.,Delta,Dominant,Standard,Delta,FALSE,Low,,,S8L2OI06,akeqxoiwqm,124
1159,Trial Hijack B11,Caso ficticio generado para evaluar una condición de entrada no controlada sin relación con vulnerabilidades reales.,Delta,Dominant,Standard,Delta,FALSE,,,,Z7L51D2L,khfxdywwlg,116
287,Generic Compromise E16-1,Este registro de prueba describe una dependencia simulada sin parches generado aleatoriamente para pruebas de entropía.,Beta,Dominant,Standard,Delta,FALSE,Low,,,BY9HHKAD,selmwyylcs,119
199,Trial Hijack C7-1,Caso ficticio generado para evaluar una configuración de prueba insegura como parte de un conjunto de datos sintético.,Gamma,Rare3,Standard,Gamma,FALSE,,,,IZT3WQPK,qbsvtlhftp,118
446,Generic Compromise D14,El escenario sintético representa un mecanismo de autenticación simulado como parte de un conjunto de datos sintético.,Beta,Dominant,Standard,Beta,FALSE,,,,H6HG3455,qcjjlsmxhf,118
809,Demo Spoofing D16-1,El escenario sintético representa un componente de red ficticio como parte de un conjunto de datos sintético.,Delta,Dominant,Standard,Delta,TRUE,High,,,G428BYX5,gcexvmspzd,109
745,Placeholder Attack D9,Se simula la explotación de una condición de entrada no controlada generado aleatoriamente para pruebas de entropía.,Delta,Dominant,Standard,Delta,TRUE,Low,,,5TSH9MYA,rnnnhowntg,116
88,Test Escalation E10,El escenario sintético representa una dependencia simulada sin parches como parte de un conjunto de datos sintético.,Gamma,Dominant,Standard,Gamma,FALSE,Critical,,,4XR87FDW,szlfwyxocf,116
824,Mock Injection E10-1,El escenario sintético representa una configuración de prueba insegura con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Gamma,FALSE,Low,,,FT72IIE7,xsllqsacfh,121
560,Fake Overflow A17-1,Se simula la explotación de un mecanismo de autenticación simulado generado aleatoriamente para pruebas de entropía.,Delta,Dominant,Standard,Delta,FALSE,Low,,,ZOZQA2PP,vyhjqixaty,116
625,Synthetic Exploit A15,Se simula la explotación de una configuración de prueba insegura generado aleatoriamente para pruebas de entropía.,Alpha,Dominant,Standard,Alpha,TRUE,Medium,,,B31BGARM,wxcsvleaqc,114
906,Placeholder Attack D4,Este registro de prueba describe una configuración de prueba insegura sin relación con vulnerabilidades reales.,Beta,Dominant,Standard,Beta,FALSE,,,,JCAQXX0D,yrwggfxmnp,111
563,Demo Spoofing C4,Se simula la explotación de una condición de entrada no controlada con fines exclusivamente de validación del modelo.,Alpha,Dominant,Standard,Alpha,FALSE,,,,CPRFUQW4,ahufoukcrv,117
999,Synthetic Exploit F5-1,El escenario sintético representa una condición de entrada no controlada como parte de un conjunto de datos sintético.,Alpha,Dominant,Variant_B,Alpha,TRUE,,,,JFAIQ774,ukbbmqbacb,118
260,Placeholder Attack F9,El escenario sintético representa un componente de red ficticio sin relación con vulnerabilidades reales.,Beta,Dominant,Standard,Beta,TRUE,Medium,,,G4KXTNCI,nxalexrlnq,105
744,Test Escalation A4,Se simula la explotación de una configuración de prueba insegura con fines exclusivamente de validación del modelo.,Delta,Dominant,Standard,Delta,TRUE,,,,Y9FXE38I,maxejbsypi,115
532,Sample Bypass C16-1,Se simula la explotación de una condición de entrada no controlada sin relación con vulnerabilidades reales.,Alpha,Dominant,Standard,Alpha,TRUE,,,,FN7GS48O,zrwimsomus,108
727,Test Escalation C18,Se simula la explotación de una dependencia simulada sin parches como parte de un conjunto de datos sintético.,Alpha,Dominant,Standard,Alpha,FALSE,Medium,,,H8U2LGQZ,ozotxodklw,110
29,Generic Compromise E8,Caso ficticio generado para evaluar una dependencia simulada sin parches sin relación con vulnerabilidades reales.,Delta,Dominant,Standard,Delta,FALSE,Medium,Evento raro B,,IQ0M9AW0,ldbpoebiaj,114
406,Dummy Breach F10,Este registro de prueba describe una configuración de prueba insegura generado aleatoriamente para pruebas de entropía.,Alpha,Dominant,Standard,Alpha,FALSE,Low,,,B3329XK6,bsparvsmys,119
1157,Dummy Breach F9,Caso ficticio generado para evaluar una configuración de prueba insegura sin relación con vulnerabilidades reales.,Gamma,Dominant,Standard,Gamma,FALSE,Critical,,,IFS6N66P,zkxxsnmirf,114
1156,Trial Hijack D16,Se simula la explotación de un mecanismo de autenticación simulado con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Gamma,FALSE,Critical,,,C12X2A0Z,toqmfzpaus,117
896,Trial Hijack A19,El escenario sintético representa una configuración de prueba insegura como parte de un conjunto de datos sintético.,Beta,Rare3,Standard,Beta,TRUE,High,,,LKJ98Q39,xkuixjuxfu,116
1005,Synthetic Exploit E12,Este registro de prueba describe una dependencia simulada sin parches con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Delta,FALSE,High,,,2LYWCZDK,dqrcxcbcif,120
200,Trial Hijack D5,Este registro de prueba describe una dependencia simulada sin parches generado aleatoriamente para pruebas de entropía.,Beta,Dominant,Standard,Beta,TRUE,Critical,,,KBKTDA7V,ejoqpozlnc,119
513,Sample Bypass B18,Este registro de prueba describe un mecanismo de autenticación simulado como parte de un conjunto de datos sintético.,Beta,Dominant,Standard,Beta,FALSE,Low,,,H2WYZ0TE,vniqbaconv,117
168,Synthetic Exploit A6,Caso ficticio generado para evaluar un componente de red ficticio como parte de un conjunto de datos sintético.,Delta,Dominant,Standard,Delta,TRUE,Critical,,,J6OJJVQK,ipjqreufld,111
127,Generic Compromise F16-1,Caso ficticio generado para evaluar una configuración de prueba insegura como parte de un conjunto de datos sintético.,Alpha,Dominant,Standard,Alpha,FALSE,High,,,P1HX70EZ,criguddflz,118
614,Demo Spoofing A2,Se simula la explotación de un mecanismo de autenticación simulado sin relación con vulnerabilidades reales.,Delta,Dominant,Standard,Delta,TRUE,High,,,WCCKR1U7,yxfjoxycqg,108
806,Generic Compromise A16,Este registro de prueba describe una dependencia simulada sin parches generado aleatoriamente para pruebas de entropía.,Delta,Dominant,Standard,Delta,FALSE,Low,Evento raro B,,CL1TPJCT,kjnjpxchdl,119
1140,Fake Overflow C15-1,Caso ficticio generado para evaluar una configuración de prueba insegura generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma,FALSE,High,,,FRLWKS9B,zddorfjckx,122
822,Mock Injection E19,Caso ficticio generado para evaluar un componente de red ficticio con fines exclusivamente de validación del modelo.,Alpha,Rare3,Standard,Alpha,TRUE,,,,CFYEYEQ8,vkekswhkqm,116
326,Sample Bypass D7,El escenario sintético representa una configuración de prueba insegura como parte de un conjunto de datos sintético.,Alpha,Dominant,Standard,Alpha,TRUE,,,,NZRYUNUN,fpyhpbtngm,116
211,Mock Injection E4-1,Se simula la explotación de una dependencia simulada sin parches sin relación con vulnerabilidades reales.,Delta,Dominant,Standard,Delta,TRUE,Low,,,N9FCR3WA,yqtvjidpmt,106
105,Trial Hijack C10,El escenario sintético representa un componente de red ficticio con fines exclusivamente de validación del modelo.,Delta,Dominant,Standard,Delta,TRUE,Medium,,,TI54JHD4,kfyuiwfjyw,114
654,Fake Overflow C3,El escenario sintético representa una condición de entrada no controlada generado aleatoriamente para pruebas de entropía.,Alpha,Dominant,Standard,Alpha,TRUE,,,,172C46SK,eguwntzyqa,122
83,Mock Injection B1,Se simula la explotación de una configuración de prueba insegura sin relación con vulnerabilidades reales.,Gamma,Dominant,Standard,Gamma,FALSE,Low,,,GS8ZII4H,qiturelhyt,106
599,Trial Hijack E11,Se simula la explotación de una dependencia simulada sin parches sin relación con vulnerabilidades reales.,Delta,Dominant,Standard,Delta,TRUE,Low,,,N0997F5K,hfozpepuxr,106
480,Generic Compromise B1,El escenario sintético representa un componente de red ficticio generado aleatoriamente para pruebas de entropía.,Delta,Dominant,Standard,Delta,TRUE,,,,R4BCUCM9,gytngctodp,113
342,Mock Injection A4,Este registro de prueba describe una configuración de prueba insegura como parte de un conjunto de datos sintético.,Gamma,Dominant,Standard,Gamma,TRUE,Low,,,SVWUB4D1,zvziycgynh,115
1078,Synthetic Exploit B0,Este registro de prueba describe un componente de red ficticio como parte de un conjunto de datos sintético.,Gamma,Dominant,Standard,Gamma,FALSE,Medium,,,HH7Y6UCY,qdsxqsxppu,108
966,Trial Hijack F17,Este registro de prueba describe una configuración de prueba insegura con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Gamma,FALSE,,,,2UJOV3VE,mbsqaytlja,120
16,Synthetic Exploit C13-1,Este registro de prueba describe una dependencia simulada sin parches con fines exclusivamente de validación del modelo.,Alpha,Dominant,Standard,Alpha,TRUE,,,,AXHQQQ1Z,eohnymexze,120
390,Placeholder Attack F13,El escenario sintético representa una dependencia simulada sin parches como parte de un conjunto de datos sintético.,Alpha,Dominant,Standard,Alpha,FALSE,High,,,NL8QIHC2,kykqdyxgjf,116
971,Trial Hijack B4,Este registro de prueba describe un mecanismo de autenticación simulado generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma,TRUE,Critical,,,IYE5JDEE,vfcsquatmj,121
734,Sample Bypass E19-1,Se simula la explotación de una dependencia simulada sin parches con fines exclusivamente de validación del modelo.,Delta,Dominant,Standard,Delta,TRUE,,,,Q3VWOJ1S,uuphuodamx,115
22,Trial Hijack D0,El escenario sintético representa un mecanismo de autenticación simulado generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma,TRUE,Low,,,RWAQRPG7,gpgvvalprl,122
507,Trial Hijack B0,Caso ficticio generado para evaluar una condición de entrada no controlada como parte de un conjunto de datos sintético.,Alpha,Dominant,Standard,Alpha,FALSE,Low,,,O2E9IG8Y,uvpmfgkrry,120
27,Fake Overflow C4,Caso ficticio generado para evaluar una condición de entrada no controlada como parte de un conjunto de datos sintético.,Delta,Dominant,Standard,Delta,TRUE,Medium,,,PCXHP1S9,ewanargdkd,120
463,Demo Spoofing A12,El escenario sintético representa un componente de red ficticio sin relación con vulnerabilidades reales.,Alpha,Dominant,Standard,Alpha,FALSE,Medium,Evento raro A,,N9FCR3WA,rxfmigvuap,105
949,Sample Bypass C3,Caso ficticio generado para evaluar una dependencia simulada sin parches sin relación con vulnerabilidades reales.,Gamma,Dominant,Standard,Gamma,FALSE,Low,,,A0R6JCRL,vwxvjoxhyd,114
258,Synthetic Exploit A1,El escenario sintético representa una dependencia simulada sin parches con fines exclusivamente de validación del modelo.,Delta,Dominant,Standard,Delta,TRUE,Low,,,4BUL09A8,rekyskslqy,121
800,Generic Compromise D5,El escenario sintético representa una dependencia simulada sin parches como parte de un conjunto de datos sintético.,Gamma,Dominant,Standard,Gamma,TRUE,High,,,32FU738H,nucguhujkt,116
35,Placeholder Attack C13,El escenario sintético representa una dependencia simulada sin parches como parte de un conjunto de datos sintético.,Alpha,Dominant,Standard,Alpha,FALSE,,,,0AI9UK3X,qeajdepxvc,116
542,Test Escalation D4,El escenario sintético representa una dependencia simulada sin parches como parte de un conjunto de datos sintético.,Beta,Dominant,Standard,Beta,FALSE,Medium,,,X1E3ZNUI,yflsopyybg,116
128,Sample Bypass A14,Se simula la explotación de una configuración de prueba insegura sin relación con vulnerabilidades reales.,Beta,Dominant,Standard,Beta,TRUE,Low,,,9R3YBVBZ,goqdovvqxf,106
459,Trial Hijack D15-1,El escenario sintético representa una dependencia simulada sin parches sin relación con vulnerabilidades reales.,Alpha,Dominant,Standard,Alpha,TRUE,Medium,,,HQRI5CMN,mqokjvdvig,112
989,Synthetic Exploit B7,Este registro de prueba describe un componente de red ficticio generado aleatoriamente para pruebas de entropía.,Delta,Rare3,Standard,Delta,TRUE,Low,,,OBWIQLCM,uydweyrdbk,112
1132,Generic Compromise A13,Caso ficticio generado para evaluar un componente de red ficticio como parte de un conjunto de datos sintético.,Beta,Dominant,Standard,Beta,TRUE,Critical,,,AN54Q1U8,fhvriskwjw,111
1089,Mock Injection C16,Se simula la explotación de un mecanismo de autenticación simulado generado aleatoriamente para pruebas de entropía.,Delta,Dominant,Standard,Delta,FALSE,High,,,C5OEJ6ED,vxcgdjdzpj,116
893,Generic Compromise D15,Este registro de prueba describe una condición de entrada no controlada como parte de un conjunto de datos sintético.,Alpha,Dominant,Standard,Alpha,TRUE,High,,,A10SVQIL,zgwwyxdnkx,117
119,Mock Injection F2-1,El escenario sintético representa una condición de entrada no controlada con fines exclusivamente de validación del modelo.,Alpha,Dominant,Variant_A,Alpha,FALSE,High,,,7FY27UDC,htiidyljhg,123
991,Mock Injection B19-1,Este registro de prueba describe una dependencia simulada sin parches con fines exclusivamente de validación del modelo.,Delta,Dominant,Standard,Delta,TRUE,High,,,Z1UFBCUD,wmesiooieh,120
922,Sample Bypass C19,Este registro de prueba describe una condición de entrada no controlada como parte de un conjunto de datos sintético.,Alpha,Rare3,Standard,Alpha,FALSE,,Evento raro A,,0KD0VISI,uknqiogfkz,117
34,Mock Injection F6,Caso ficticio generado para evaluar una configuración de prueba insegura sin relación con vulnerabilidades reales.,Beta,Dominant,Standard,Beta,TRUE,Critical,,,O0D3LZFN,meusuxneqd,114
762,Fake Overflow B12-1,El escenario sintético representa una dependencia simulada sin parches sin relación con vulnerabilidades reales.,Beta,Dominant,Standard,Beta,FALSE,,,,52YM9E76,uabmmubtik,112
826,Fake Overflow F17-1,El escenario sintético representa una dependencia simulada sin parches sin relación con vulnerabilidades reales.,Beta,Dominant,Standard,Beta,TRUE,Medium,,,S39CN8GX,wlygdmxnke,112
284,Trial Hijack F3,Se simula la explotación de un componente de red ficticio generado aleatoriamente para pruebas de entropía.,Alpha,Rare3,Variant_A,Delta,TRUE,,,,DKDRZ4BR,lmwqynpoik,107
